,EURUSD Curncy,JPYUSD Curncy,GBPUSD Curncy,CHFUSD Curncy,CADUSD Curncy,AUDUSD Curncy,HKDUSD Curncy,NOKUSD Curncy,SEKUSD Curncy
26/01/1976,1.2267,0.003292,2.0252,0.3842,1.0008,1.258,#N/A N/A,0.1799,0.228598
27/01/1976,1.2267,0.003293,2.026,0.3842,0.9995,1.256,#N/A N/A,0.1799,0.2283
28/01/1976,1.2255,0.003294,2.0287,0.3842,1,1.2595,#N/A N/A,0.1799,0.228201
29/01/1976,1.224,0.003293,2.03,0.3843,0.9997,1.2565,#N/A N/A,0.1797,0.227998
30/01/1976,1.2228,0.003293,2.0295,0.3843,0.9989,1.2563,#N/A N/A,0.1802,0.228399
02/02/1976,1.2273,0.003298,2.0285,0.3894,1.0006,1.256,#N/A N/A,0.1811,0.2295
03/02/1976,1.2249,0.003303,2.0276,0.3861,1.0016,1.2575,#N/A N/A,0.1809,0.2292
04/02/1976,1.2285,0.003327,2.0311,0.3858,1.002,1.257,#N/A N/A,0.181,0.2293
05/02/1976,1.2278,0.003327,2.028,0.3857,1.0036,1.261,#N/A N/A,0.1809,0.228802
06/02/1976,1.2262,0.003318,2.0265,0.3854,1.0041,1.2595,#N/A N/A,0.1807,0.228702
09/02/1976,1.2209,0.003325,2.028,0.3882,1.0044,1.2592,#N/A N/A,0.1809,0.228802
10/02/1976,1.221,0.003326,2.0265,0.3884,1.0042,1.2602,#N/A N/A,0.1811,0.228702
11/02/1976,1.2247,0.003332,2.0296,0.3917,1.0042,1.2605,#N/A N/A,0.1818,0.2292
12/02/1976,1.2231,0.003332,2.0296,0.3917,1.0042,#N/A N/A,#N/A N/A,0.1818,0.2292
13/02/1976,1.2201,0.003325,2.0245,0.392,1.0038,1.261,#N/A N/A,0.1812,0.227998
16/02/1976,1.2177,0.003325,2.0245,0.392,1.0038,#N/A N/A,#N/A N/A,0.1812,0.227998
17/02/1976,1.2142,0.003316,2.0224,0.3888,1.0037,1.258,#N/A N/A,0.1806,0.2283
18/02/1976,1.217,0.003315,2.024,0.39,1.0063,1.2575,#N/A N/A,0.1811,0.228399
19/02/1976,1.2177,0.003314,2.0235,0.3911,1.007,1.2582,#N/A N/A,0.1813,0.228399
20/02/1976,1.2142,0.00331,2.0242,0.39,1.0085,1.2587,#N/A N/A,0.1811,0.228102
23/02/1976,1.2124,0.003305,2.025,0.3907,1.0107,1.2575,#N/A N/A,0.1811,0.228399
24/02/1976,1.2127,0.003311,2.025,0.3912,1.0108,1.257,#N/A N/A,0.1812,0.228498
25/02/1976,1.2127,0.003311,2.0262,0.3904,1.0117,1.257,#N/A N/A,0.1808,0.228399
26/02/1976,1.214,0.00331,2.026,0.39,1.0147,1.2585,#N/A N/A,0.1804,0.228201
27/02/1976,1.2127,0.00331,2.0252,0.3893,1.0154,1.258,#N/A N/A,0.1804,0.227998
01/03/1976,1.2077,0.003315,2.0239,0.386,1.0108,1.2586,#N/A N/A,0.1798,0.227299
02/03/1976,1.2056,0.003315,2.0238,0.3866,1.0091,1.257,#N/A N/A,0.1797,0.227299
03/03/1976,1.2064,0.003316,2.0245,0.3874,1.0117,1.2574,#N/A N/A,0.1803,0.2275
04/03/1976,1.2028,0.003315,2.0135,0.3858,1.0107,1.2578,#N/A N/A,0.1799,0.226999
05/03/1976,1.2022,0.003316,1.979,0.3862,1.0085,1.255,#N/A N/A,0.18,0.227102
08/03/1976,1.2035,0.003325,1.9415,0.388,1.015,1.2455,#N/A N/A,0.1808,0.2275
09/03/1976,1.2027,0.003321,1.941,0.3877,1.0153,1.2467,#N/A N/A,0.1804,0.2272
10/03/1976,1.1999,0.003319,1.9125,0.3882,1.0162,1.2461,#N/A N/A,0.1799,0.227402
11/03/1976,1.1965,0.003319,1.933,0.3862,1.0156,1.2436,#N/A N/A,0.1794,0.226799
12/03/1976,1.1953,0.003324,1.925,0.3866,1.0144,1.2464,#N/A N/A,0.1795,0.226598
15/03/1976,1.1877,0.003326,1.922,0.3874,1.0142,1.245,#N/A N/A,0.1794,0.226701
16/03/1976,1.1816,0.003327,1.9127,0.3874,1.0164,1.2435,#N/A N/A,0.1787,0.226701
17/03/1976,1.1806,0.003334,1.921,0.3934,1.0155,1.2415,#N/A N/A,0.1805,0.227102
18/03/1976,1.1829,0.003334,1.9238,0.3948,1.015,1.2445,#N/A N/A,0.1808,0.227402
19/03/1976,1.1868,0.003337,1.921,0.3944,1.0149,1.244,#N/A N/A,0.1809,0.227299
22/03/1976,1.1885,0.003335,1.9217,0.3936,1.0149,1.2445,#N/A N/A,0.1809,0.2272
23/03/1976,1.1871,0.003336,1.925,0.3899,1.0149,1.2465,#N/A N/A,0.1804,0.226598
24/03/1976,1.1878,0.003336,1.9266,0.3911,1.0152,1.2465,#N/A N/A,0.1802,0.226701
25/03/1976,1.1884,0.003337,1.9234,0.3925,1.0165,1.247,#N/A N/A,0.1804,0.226799
26/03/1976,1.1862,0.003338,1.92,0.3922,1.0172,1.2468,#N/A N/A,0.1804,0.226901
29/03/1976,1.1858,0.003337,1.917,0.392,1.0156,1.2462,#N/A N/A,0.1806,0.226701
30/03/1976,1.1905,0.003335,1.9155,0.394,1.0157,1.2458,#N/A N/A,0.1814,0.226799
31/03/1976,1.1906,0.003338,1.9159,0.3939,1.016,1.2461,#N/A N/A,0.1808,0.226901
01/04/1976,1.1928,0.003339,1.884,0.3958,1.0157,1.2465,#N/A N/A,0.1816,0.227402
02/04/1976,1.1869,0.003341,1.871,0.3935,1.0164,1.2425,#N/A N/A,0.1814,0.226501
05/04/1976,1.1879,0.003341,1.8645,0.3937,1.0175,1.24,#N/A N/A,0.1813,0.226598
06/04/1976,1.1877,0.003344,1.86,0.3943,1.018,1.2375,#N/A N/A,0.182,0.226799
07/04/1976,1.1851,0.003346,1.8662,0.393,1.0198,1.239,#N/A N/A,0.1817,0.226501
08/04/1976,1.1864,0.003362,1.834,0.3955,1.0216,1.2394,#N/A N/A,0.1819,0.226901
09/04/1976,1.1829,0.003357,1.8365,0.3943,1.0202,1.2372,#N/A N/A,0.1818,0.226598
12/04/1976,1.1774,0.003351,1.845,0.3939,1.0171,1.2357,#N/A N/A,0.1818,0.226701
13/04/1976,1.1791,0.003349,1.853,0.395,1.0129,1.2357,#N/A N/A,0.1817,0.226701
14/04/1976,1.1847,0.003355,1.8565,0.3966,1.0116,1.2373,#N/A N/A,0.182,0.226901
15/04/1976,1.1832,0.00334,1.852,0.3959,1.0111,1.235,#N/A N/A,0.182,0.226999
16/04/1976,#N/A N/A,0.003341,1.854,0.3944,1.0132,1.235,#N/A N/A,0.1822,0.226999
19/04/1976,#N/A N/A,0.003333,1.854,0.3957,1.0141,1.235,#N/A N/A,0.1821,0.227102
20/04/1976,1.184,0.003339,1.847,0.3963,1.0157,1.2385,#N/A N/A,0.1821,0.2272
21/04/1976,1.1832,0.003338,1.84,0.395,1.0188,1.2375,#N/A N/A,0.1823,0.227299
22/04/1976,1.1811,0.003337,1.829,0.3955,1.0157,1.2362,#N/A N/A,0.1827,0.227299
23/04/1976,1.1802,0.003336,1.819,0.3955,1.0149,1.2352,#N/A N/A,0.182,0.227299
26/04/1976,1.1805,0.003335,1.8185,0.3959,1.0167,1.235,#N/A N/A,0.1823,0.2275
27/04/1976,1.1801,0.003341,1.8225,0.3954,1.0177,1.233,#N/A N/A,0.1822,0.227402
28/04/1976,1.1805,0.003342,1.8315,0.3964,1.0181,1.2333,#N/A N/A,0.1823,0.227599
29/04/1976,1.1809,0.003341,1.841,0.3978,1.0186,1.2365,#N/A N/A,0.1823,0.227801
30/04/1976,1.1798,0.003344,1.84,0.3975,1.0216,1.2365,#N/A N/A,0.1825,0.227899
03/05/1976,1.1798,0.003345,1.828,0.3996,1.0202,1.2372,#N/A N/A,0.1825,0.2283
04/05/1976,1.1765,0.003357,1.8255,0.4002,1.0176,1.2352,#N/A N/A,0.1828,0.228399
05/05/1976,1.1756,0.003356,1.8246,0.4014,1.0196,1.2385,#N/A N/A,0.1835,0.228702
06/05/1976,1.1839,0.003353,1.822,0.4052,1.0194,1.2353,#N/A N/A,0.1838,0.228598
07/05/1976,1.1874,0.00335,1.823,0.4036,1.0188,1.2371,#N/A N/A,0.1834,0.228399
10/05/1976,1.1908,0.003351,1.831,0.4027,1.0215,1.2375,#N/A N/A,0.1829,0.228201
11/05/1976,1.1874,0.003351,1.8335,0.4031,1.0217,1.2392,#N/A N/A,0.1828,0.227998
12/05/1976,1.1839,0.003348,1.8385,0.4006,1.0208,1.2392,#N/A N/A,0.1829,0.226999
13/05/1976,1.1839,0.003345,1.8275,0.4011,1.0212,1.2379,#N/A N/A,0.1829,0.226999
14/05/1976,1.1815,0.003347,1.8165,0.3999,1.0208,1.2356,#N/A N/A,0.182,0.226198
17/05/1976,1.1737,0.003341,1.804,0.3965,1.0188,1.2335,#N/A N/A,0.1812,0.224901
18/05/1976,1.1755,0.003343,1.8105,0.397,1.0208,1.2305,#N/A N/A,0.1807,0.224901
19/05/1976,1.1781,0.003342,1.808,0.4005,1.0209,1.232,#N/A N/A,0.1814,0.225902
20/05/1976,1.1781,0.00334,1.8055,0.4028,1.0212,1.2325,#N/A N/A,0.1818,0.225698
21/05/1976,1.1744,0.003338,1.78,0.4009,1.0194,1.2305,#N/A N/A,0.1804,0.225099
24/05/1976,1.1769,0.003338,1.794,0.4045,1.0206,1.2278,#N/A N/A,0.1806,0.2255
25/05/1976,1.1759,0.003338,1.7858,0.4042,1.0207,1.2306,#N/A N/A,0.1805,0.2248
26/05/1976,1.1726,0.003336,1.771,0.4053,1.0191,1.229,#N/A N/A,0.18,0.2248
27/05/1976,1.1752,0.003337,1.7705,0.4056,1.0208,1.227,#N/A N/A,0.1804,0.2252
28/05/1976,1.1719,0.003333,1.7595,0.4064,1.0204,1.227,#N/A N/A,0.1803,0.225002
31/05/1976,#N/A N/A,0.003333,1.7595,0.4064,1.0204,#N/A N/A,#N/A N/A,0.1803,0.225002
01/06/1976,1.1695,0.003329,1.754,0.4122,1.0216,1.2244,#N/A N/A,0.1801,0.2242
02/06/1976,1.1727,0.00333,1.754,0.4177,1.0238,1.2227,#N/A N/A,0.1806,0.224699
03/06/1976,1.1718,0.003328,1.754,0.4157,1.0236,1.2224,#N/A N/A,0.1804,0.224502
04/06/1976,1.1712,0.003329,1.754,0.4071,1.0227,1.2193,#N/A N/A,0.1801,0.224699
07/06/1976,1.1736,0.00333,1.756,0.4065,1.0223,1.2205,#N/A N/A,0.1804,0.225002
08/06/1976,1.1741,0.003332,1.7696,0.3997,1.0212,1.228,#N/A N/A,0.1807,0.225099
09/06/1976,1.175,0.003334,1.769,0.3994,1.0222,1.228,#N/A N/A,0.1814,0.225301
10/06/1976,1.1721,0.003334,1.7705,0.4019,1.022,1.228,#N/A N/A,0.1808,0.224901
11/06/1976,1.1729,0.003333,1.7703,0.4023,1.0231,1.2277,#N/A N/A,0.1808,0.2252
14/06/1976,1.1733,0.003334,1.77,0.4013,1.0239,1.2277,#N/A N/A,0.1804,0.2252
15/06/1976,1.1736,0.003336,1.7765,0.4037,1.0254,1.2278,#N/A N/A,0.1803,0.225099
16/06/1976,1.1733,0.003335,1.7755,0.4053,1.027,1.2288,#N/A N/A,0.1807,0.2252
17/06/1976,1.1733,0.003333,1.7755,0.4021,1.0297,1.2284,#N/A N/A,0.1803,0.225002
18/06/1976,1.1722,0.003341,1.774,0.402,1.0284,1.2285,#N/A N/A,0.1801,0.224699
21/06/1976,1.171,0.003341,1.7739,0.4019,1.0303,1.2286,#N/A N/A,0.1799,0.2242
22/06/1976,1.1723,0.003342,1.772,0.4018,1.0309,1.2283,#N/A N/A,0.1798,0.2241
23/06/1976,1.1733,0.003369,1.7725,0.4019,1.0328,1.2285,#N/A N/A,0.1797,0.2242
24/06/1976,1.1755,0.003364,1.7715,0.4048,1.0328,1.2305,#N/A N/A,0.1798,0.224598
25/06/1976,1.1733,0.003358,1.7721,0.4044,1.0344,1.231,#N/A N/A,0.1795,0.224598
28/06/1976,1.1736,0.003378,1.7742,0.4055,1.0321,1.2306,#N/A N/A,0.1794,0.224598
29/06/1976,1.1758,0.003367,1.7795,0.4042,1.0286,1.2325,#N/A N/A,0.1794,0.224502
30/06/1976,1.1756,0.003356,1.785,0.4051,1.0322,1.2331,#N/A N/A,0.1798,0.2248
01/07/1976,1.1752,0.003368,1.79,0.4049,1.0324,1.2331,#N/A N/A,0.1797,0.224901
02/07/1976,1.1752,0.003365,1.7911,0.405,1.0302,1.2338,#N/A N/A,0.1794,0.224699
05/07/1976,1.1756,0.003365,1.7911,0.405,1.0302,#N/A N/A,#N/A N/A,0.1794,0.224699
06/07/1976,1.1748,0.003374,1.8023,0.4045,1.0314,1.2403,#N/A N/A,0.1788,0.223999
07/07/1976,1.175,0.003371,1.8025,0.4036,1.032,1.237,#N/A N/A,0.1786,0.223799
08/07/1976,1.1748,0.003373,1.782,0.4033,1.0328,1.238,#N/A N/A,0.1786,0.223799
09/07/1976,1.1733,0.00337,1.7795,0.4036,1.0334,1.232,#N/A N/A,0.1786,0.223999
12/07/1976,1.1723,0.003374,1.7891,0.4027,1.0324,1.2324,#N/A N/A,0.1788,0.223599
13/07/1976,1.1726,0.003391,1.787,0.403,1.0326,1.2339,#N/A N/A,0.1791,0.223599
14/07/1976,1.1744,0.003417,1.7805,0.404,1.029,1.2385,#N/A N/A,0.1792,0.223999
15/07/1976,1.1722,0.003411,1.78,0.4032,1.0268,1.2365,#N/A N/A,0.1791,0.223699
16/07/1976,1.1685,0.003401,1.776,0.4029,1.0264,1.2352,#N/A N/A,0.179,0.223699
19/07/1976,1.1666,0.003405,1.774,0.4028,1.0254,1.2343,#N/A N/A,0.1788,0.223799
20/07/1976,1.1677,0.003409,1.7815,0.402,1.0253,1.2337,#N/A N/A,0.1788,0.223599
21/07/1976,1.1678,0.003406,1.7834,0.4013,1.0273,1.235,#N/A N/A,0.1787,0.223399
22/07/1976,1.1671,0.003405,1.783,0.3985,1.0261,1.237,#N/A N/A,0.1786,0.223499
23/07/1976,1.1665,0.003402,1.7818,0.398,1.0268,1.2346,#N/A N/A,0.1785,0.223
26/07/1976,1.1659,0.003407,1.7786,0.3987,1.0261,1.2352,#N/A N/A,0.1786,0.222901
27/07/1976,1.168,0.003403,1.7815,0.3992,1.0259,1.2379,#N/A N/A,0.1784,0.2231
28/07/1976,1.1703,0.003407,1.7915,0.4045,1.0263,1.2366,#N/A N/A,0.179,0.223499
29/07/1976,1.1729,0.003406,1.785,0.4023,1.026,1.2385,#N/A N/A,0.1799,0.2242
30/07/1976,1.1748,0.00341,1.785,0.4029,1.0254,1.2405,#N/A N/A,0.1806,0.224901
02/08/1976,1.1772,0.003414,1.788,0.4039,1.023,1.2393,#N/A N/A,0.181,0.2258
03/08/1976,1.1752,0.003414,1.788,0.4025,1.0209,1.2402,#N/A N/A,0.1809,0.2252
04/08/1976,1.1773,0.003415,1.788,0.4037,1.0169,1.2396,#N/A N/A,0.181,0.2258
05/08/1976,1.1741,0.003413,1.788,0.4034,1.0142,1.2403,#N/A N/A,0.181,0.225698
06/08/1976,1.1732,0.003413,1.788,0.4029,1.0113,1.2407,#N/A N/A,0.1809,0.225601
09/08/1976,1.173,0.003417,1.788,0.4009,1.0111,1.2388,#N/A N/A,0.1809,0.2258
10/08/1976,1.1726,0.003415,1.7895,0.3992,1.0136,1.2397,#N/A N/A,0.181,0.225601
11/08/1976,1.1733,0.003418,1.7898,0.4014,1.0126,1.2391,#N/A N/A,0.181,0.2258
12/08/1976,1.1719,0.003417,1.7852,0.4005,1.0137,1.2396,#N/A N/A,0.181,0.225698
13/08/1976,1.1725,0.003435,1.7815,0.4018,1.0129,1.239,#N/A N/A,0.181,0.225999
16/08/1976,1.1744,0.003444,1.7814,0.4021,1.0132,1.2403,#N/A N/A,0.1811,0.226301
17/08/1976,1.1811,0.003474,1.7864,0.4047,1.0113,1.2418,#N/A N/A,0.1827,0.2283
18/08/1976,1.1805,0.003469,1.783,0.4048,1.0135,1.2461,#N/A N/A,0.1826,0.227998
19/08/1976,1.179,0.003463,1.7815,0.4041,1.0142,1.2454,#N/A N/A,0.1822,0.227801
20/08/1976,1.1769,0.003456,1.7808,0.4039,1.0127,1.2441,#N/A N/A,0.1819,0.226901
23/08/1976,1.1794,0.003451,1.7824,0.4041,1.0138,1.2425,#N/A N/A,0.1825,0.227801
24/08/1976,1.1804,0.003467,1.7755,0.4042,1.014,1.2429,#N/A N/A,0.1823,0.227702
25/08/1976,1.1783,0.003462,1.7704,0.4035,1.015,1.2437,#N/A N/A,0.1815,0.226901
26/08/1976,1.1811,0.003461,1.7723,0.4041,1.0161,1.243,#N/A N/A,0.1816,0.227102
27/08/1976,1.1795,0.003465,1.77,0.4036,1.0162,1.2445,#N/A N/A,0.1817,0.2272
30/08/1976,#N/A N/A,0.003463,1.775,0.4036,1.0179,1.2445,#N/A N/A,0.1816,0.227299
31/08/1976,1.1797,0.003456,1.7775,0.4035,1.0188,1.2437,#N/A N/A,0.1816,0.226799
01/09/1976,1.1825,0.003461,1.775,0.4046,1.024,1.2437,#N/A N/A,0.1817,0.227599
02/09/1976,1.1816,0.003464,1.773,0.4032,1.0213,1.2448,#N/A N/A,0.1817,0.227299
03/09/1976,1.1812,0.003475,1.7725,0.4027,1.02,1.247,#N/A N/A,0.1817,0.226999
06/09/1976,1.1811,0.003475,1.7725,0.4027,1.02,#N/A N/A,#N/A N/A,0.1817,0.226999
07/09/1976,1.1818,0.003475,1.7712,0.4029,1.0235,1.2425,#N/A N/A,0.1821,0.227299
08/09/1976,1.1826,0.003477,1.7715,0.4027,1.0229,1.2449,#N/A N/A,0.1823,0.2275
09/09/1976,1.1844,0.003496,1.748,0.4036,1.0243,1.2459,#N/A N/A,0.1828,0.228102
10/09/1976,1.1839,0.003485,1.753,0.4032,1.0241,1.246,#N/A N/A,0.1829,0.2283
13/09/1976,1.1846,0.003489,1.748,0.4033,1.0252,1.2442,#N/A N/A,0.1829,0.228201
14/09/1976,1.1865,0.00349,1.7395,0.4034,1.0259,1.244,#N/A N/A,0.1832,0.228598
15/09/1976,1.1928,0.003495,1.7341,0.4049,1.0253,1.2434,#N/A N/A,0.1841,0.229901
16/09/1976,1.1926,0.003488,1.7392,0.404,1.0234,1.2451,#N/A N/A,0.1843,0.230399
17/09/1976,1.1929,0.003481,1.734,0.4042,1.0259,1.2464,#N/A N/A,0.1848,0.230702
20/09/1976,1.1929,0.003483,1.7222,0.4037,1.0273,1.2439,#N/A N/A,0.1852,0.231198
21/09/1976,1.1926,0.003472,1.716,0.4042,1.029,1.2428,#N/A N/A,0.1853,0.231102
22/09/1976,1.1952,0.003483,1.716,0.4046,1.0259,1.241,#N/A N/A,0.1863,0.232002
23/09/1976,1.191,0.003475,1.7107,0.4042,1.0273,1.2427,#N/A N/A,0.1853,0.230899
24/09/1976,1.1925,0.003474,1.7054,0.4046,1.0285,1.2418,#N/A N/A,0.1853,0.231102
27/09/1976,1.1942,0.003477,1.6795,0.4053,1.028,1.2399,#N/A N/A,0.1862,0.231798
28/09/1976,1.1945,0.003478,1.636,0.4055,1.0294,1.2364,#N/A N/A,0.1866,0.232499
29/09/1976,1.1959,0.003475,1.6665,0.4068,1.0283,1.2323,#N/A N/A,0.187,0.233198
30/09/1976,1.1983,0.003486,1.66,0.409,1.0275,1.2348,#N/A N/A,0.1879,0.234902
01/10/1976,1.1933,0.003483,1.666,0.4079,1.0295,1.2362,#N/A N/A,0.1873,0.233902
04/10/1976,1.1965,0.003481,1.6705,0.4064,1.0284,1.2362,#N/A N/A,0.1875,0.234
05/10/1976,1.2018,0.003479,1.6635,0.4071,1.0255,1.2405,#N/A N/A,0.1879,0.234902
06/10/1976,1.2044,0.003472,1.6515,0.4086,1.026,1.2411,#N/A N/A,0.1886,0.235799
07/10/1976,1.2014,0.003471,1.6645,0.4082,1.0281,1.2419,#N/A N/A,0.1883,0.235001
08/10/1976,1.2008,0.003463,1.662,0.408,1.0276,1.242,#N/A N/A,0.1876,0.2345
11/10/1976,1.1992,0.003463,1.662,0.408,1.0276,#N/A N/A,#N/A N/A,0.1876,0.2345
12/10/1976,1.1999,0.00345,1.6535,0.4082,1.0265,1.2372,#N/A N/A,0.1875,0.234802
13/10/1976,1.2001,0.003444,1.6541,0.4094,1.0279,1.2358,#N/A N/A,0.1884,0.235499
14/10/1976,1.2005,0.003421,1.639,0.409,1.0279,1.2383,#N/A N/A,0.1884,0.235399
15/10/1976,1.197,0.003413,1.65,0.4076,1.0265,1.2336,#N/A N/A,0.1873,0.2345
18/10/1976,1.1899,0.003419,1.6547,0.4069,1.0279,1.2389,#N/A N/A,0.1862,0.233002
19/10/1976,1.1943,0.003422,1.6477,0.4085,1.0276,1.2304,#N/A N/A,0.1868,0.233301
20/10/1976,1.1998,0.003423,1.6463,0.4095,1.0282,1.2318,#N/A N/A,0.1882,0.2345
21/10/1976,1.1975,0.003416,1.6465,0.4084,1.0275,1.232,#N/A N/A,0.1876,0.234302
22/10/1976,1.1976,0.003405,1.6482,0.4085,1.0275,1.231,#N/A N/A,0.1875,0.234401
25/10/1976,1.2029,0.003409,1.6482,0.4103,1.0293,1.2306,#N/A N/A,0.1893,0.236301
26/10/1976,1.2005,0.003404,1.604,0.4095,1.0307,1.2281,#N/A N/A,0.1889,0.235899
27/10/1976,1.2038,0.003411,1.604,0.4105,1.0294,1.2234,#N/A N/A,0.1894,0.237001
28/10/1976,1.2048,0.003406,1.604,0.4117,1.0305,1.2235,#N/A N/A,0.1903,0.237903
29/10/1976,1.204,0.003397,1.604,0.411,1.0286,1.228,#N/A N/A,0.1893,0.2374
01/11/1976,1.2027,0.00338,1.5875,0.4099,1.0284,1.2227,#N/A N/A,0.1893,0.237102
02/11/1976,1.2021,0.00338,1.5875,0.4099,1.0284,#N/A N/A,#N/A N/A,0.1893,0.237102
03/11/1976,1.204,0.003388,1.6075,0.4103,1.0276,1.2236,#N/A N/A,0.1899,0.237299
04/11/1976,1.1999,0.003386,1.625,0.4092,1.0259,1.2276,#N/A N/A,0.1885,0.235001
05/11/1976,1.199,0.00339,1.625,0.4092,1.0267,1.23,#N/A N/A,0.1887,0.235101
08/11/1976,1.2008,0.003404,1.6155,0.4098,1.0276,1.2274,#N/A N/A,0.189,0.235899
09/11/1976,1.1998,0.003398,1.6282,0.4094,1.0274,1.2288,#N/A N/A,0.1886,0.235799
10/11/1976,1.2006,0.003397,1.6333,0.41,1.0244,1.2266,#N/A N/A,0.1862,0.2361
11/11/1976,1.2011,0.003397,1.6333,0.41,1.0244,#N/A N/A,#N/A N/A,0.1862,0.2361
12/11/1976,1.2011,0.003394,1.628,0.4095,1.0231,1.2281,#N/A N/A,0.1891,0.236502
15/11/1976,1.1998,0.003393,1.64,0.4094,1.0246,1.2296,#N/A N/A,0.1888,0.235999
16/11/1976,1.1999,0.003388,1.6427,0.4093,1.0194,1.2302,#N/A N/A,0.1889,0.236401
17/11/1976,1.1995,0.003389,1.6645,0.4085,1.0212,1.2309,#N/A N/A,0.1893,0.236502
18/11/1976,1.1985,0.003388,1.665,0.409,1.0203,1.2333,#N/A N/A,0.1892,0.236502
19/11/1976,1.1996,0.003385,1.679,0.4087,1.0157,1.2365,#N/A N/A,0.1892,0.237197
22/11/1976,1.2054,0.003389,1.646,0.4119,1.0132,1.2333,#N/A N/A,0.1906,0.238498
23/11/1976,1.2057,0.003385,1.6435,0.4108,1.0066,1.2301,#N/A N/A,0.1913,0.2388
24/11/1976,1.2045,0.003385,1.6475,0.4088,1.0078,1.2314,#N/A N/A,0.1911,0.2383
25/11/1976,1.2045,0.003385,1.6475,0.4088,1.0078,#N/A N/A,#N/A N/A,0.1911,0.2383
26/11/1976,1.2038,0.003384,1.646,0.4098,0.9954,1.2304,#N/A N/A,0.1914,0.238601
29/11/1976,1.2045,0.003382,1.6484,0.4095,0.9954,1.015,#N/A N/A,0.1914,0.2388
30/11/1976,1.2037,0.003366,1.651,0.409,0.9954,1.0099,#N/A N/A,0.1907,0.238498
01/12/1976,1.2018,0.003368,1.6623,0.4077,0.9954,1.0087,#N/A N/A,0.1907,0.238402
02/12/1976,1.2018,0.003369,1.6635,0.4074,0.9954,1.0095,#N/A N/A,0.1905,0.2383
03/12/1976,1.2037,0.003357,1.6627,0.4075,0.9954,1.0056,#N/A N/A,0.1908,0.238601
06/12/1976,1.207,0.003372,1.6567,0.4089,0.9954,1.0054,#N/A N/A,0.1913,0.239601
07/12/1976,1.2057,0.003374,1.671,0.4072,0.9954,1.0338,#N/A N/A,0.1909,0.239401
08/12/1976,1.2061,0.003375,1.6705,0.4075,0.9954,1.0353,#N/A N/A,0.191,0.2392
09/12/1976,1.2069,0.003381,1.67,0.408,0.9954,1.0361,#N/A N/A,0.191,0.2392
10/12/1976,1.2072,0.003392,1.6695,0.4077,0.9954,1.0364,#N/A N/A,0.1912,0.239401
13/12/1976,1.2069,0.003393,1.6835,0.4077,0.9954,1.0497,#N/A N/A,0.1912,0.239601
14/12/1976,1.2079,0.003386,1.675,0.4075,0.9828,1.052,#N/A N/A,0.1911,0.239601
15/12/1976,1.2076,0.003393,1.6675,0.4075,0.9841,1.0495,#N/A N/A,0.1912,0.239699
16/12/1976,1.2098,0.003384,1.663,0.4082,0.9846,1.0495,#N/A N/A,0.1916,0.2402
17/12/1976,1.2102,0.003394,1.671,0.408,0.9846,1.057,#N/A N/A,0.1916,0.2402
20/12/1976,1.2149,0.003406,1.681,0.4088,0.9896,1.0591,#N/A N/A,0.1929,0.241499
21/12/1976,1.2152,0.003402,1.679,0.4105,0.9875,1.0644,#N/A N/A,0.1931,0.241902
22/12/1976,1.2158,0.003403,1.6852,0.4091,0.9855,1.0694,#N/A N/A,0.1925,0.241301
23/12/1976,1.2146,0.003408,1.6845,0.4084,0.9884,1.0749,#N/A N/A,0.1926,0.241598
24/12/1976,1.2139,0.003407,1.6895,0.4086,0.9864,1.085,#N/A N/A,0.1924,0.241698
27/12/1976,#N/A N/A,0.003421,1.694,0.4086,0.9864,1.087,#N/A N/A,0.1928,0.242101
28/12/1976,#N/A N/A,0.003423,1.697,0.408,0.9877,1.088,#N/A N/A,0.1936,0.242701
29/12/1976,1.2183,0.003414,1.706,0.4088,0.9868,1.0845,#N/A N/A,0.1934,0.242401
30/12/1976,1.2174,0.003413,1.6995,0.4092,0.9881,1.088,#N/A N/A,0.1935,0.242701
31/12/1976,1.2171,0.003412,1.701,0.4086,0.9907,1.089,#N/A N/A,0.1936,0.242501
03/01/1977,#N/A N/A,0.003419,1.704,0.4095,0.9926,1.09,#N/A N/A,0.1941,0.243801
04/01/1977,1.2229,0.003428,1.7085,0.4089,0.9951,1.085,#N/A N/A,0.194,0.243499
05/01/1977,1.2213,0.003421,1.7107,0.4079,0.9981,1.0868,#N/A N/A,0.1934,0.242101
06/01/1977,1.2192,0.003414,1.7055,0.4072,0.9972,1.0856,#N/A N/A,0.1933,0.242101
07/01/1977,1.2148,0.003415,1.706,0.4059,0.9952,1.086,#N/A N/A,0.1927,0.241301
10/01/1977,1.2064,0.003419,1.7087,0.4028,0.9906,1.0837,#N/A N/A,0.1901,0.2383
11/01/1977,1.2088,0.003419,1.7077,0.4033,0.9904,1.085,#N/A N/A,0.1899,0.238897
12/01/1977,1.2093,0.00342,1.7065,0.404,0.9951,1.085,#N/A N/A,0.1902,0.238698
13/01/1977,1.2048,0.003418,1.711,0.4022,0.993,1.0853,#N/A N/A,0.1892,0.236799
14/01/1977,1.2031,0.003424,1.7108,0.4012,0.9985,1.0852,#N/A N/A,0.1885,0.236502
17/01/1977,1.2027,0.003428,1.7138,0.4012,0.9886,1.0825,#N/A N/A,0.1886,0.236301
