,EURUSD Curncy,JPYUSD Curncy,GBPUSD Curncy,CHFUSD Curncy,CADUSD Curncy,AUDUSD Curncy,HKDUSD Curncy,NOKUSD Curncy,SEKUSD Curncy
18/07/1997,1.0951,0.00866,1.6806,0.6776,0.7276,0.7422,0.129,0.1353,0.12832
21/07/1997,1.0925,0.008604,1.6773,0.6776,0.7263,0.7414,0.1291,0.1347,0.12832
22/07/1997,1.0833,0.008682,1.6774,0.6741,0.725,0.7394,0.1291,0.1335,0.12749
23/07/1997,1.0747,0.008647,1.6784,0.6735,0.7236,0.7365,0.1291,0.1334,0.12801
24/07/1997,1.0724,0.008614,1.674,0.6644,0.7238,0.7371,0.1292,0.1321,0.12643
25/07/1997,1.0682,0.008556,1.662,0.6596,0.7223,0.7377,0.1292,0.132,0.12667
28/07/1997,1.0637,0.008487,1.6316,0.6607,0.7219,0.7355,0.1292,0.1315,0.12596
29/07/1997,1.0725,0.008443,1.6284,0.6586,0.7223,0.7479,0.1291,0.1317,0.1257
30/07/1997,1.0676,0.008458,1.6298,0.661,0.7242,0.7436,0.1291,0.1317,0.1254
31/07/1997,1.0679,0.008435,1.6394,0.6612,0.7256,0.7461,0.1292,0.1311,0.12522
01/08/1997,1.0565,0.008444,1.6314,0.6557,0.7239,0.7392,0.1292,0.1298,0.12462
04/08/1997,1.0516,0.008466,1.6277,0.6559,0.7252,0.7404,0.1291,0.1298,0.12418
05/08/1997,1.0433,0.008377,1.625,0.6517,0.7244,0.7397,0.1292,0.129,0.12387
06/08/1997,1.0456,0.008435,1.6025,0.6532,0.7207,0.735,0.1292,0.1294,0.12379
07/08/1997,1.0466,0.008439,1.5897,0.6534,0.7205,0.7309,0.1292,0.13,0.1244
08/08/1997,1.0587,0.008714,1.5896,0.6624,0.7191,0.7349,0.1292,0.1321,0.12634
11/08/1997,1.0579,0.00861,1.5892,0.6559,0.718,0.7373,0.1292,0.1304,0.12498
12/08/1997,1.0533,0.008595,1.5781,0.6552,0.7176,0.7376,0.1291,0.1305,0.12468
13/08/1997,1.0692,0.008639,1.5824,0.6615,0.7179,0.7445,0.1291,0.1313,0.12485
14/08/1997,1.0618,0.008482,1.5862,0.6594,0.719,0.7429,0.1291,0.1313,0.12457
15/08/1997,1.0777,0.008518,1.6108,0.6637,0.719,0.7422,0.1292,0.1321,0.12572
18/08/1997,1.0759,0.00847,1.6115,0.6589,0.72,0.7393,0.1292,0.1308,0.12427
19/08/1997,1.0679,0.008458,1.6033,0.6602,0.7172,0.7414,0.1292,0.1304,0.1239
20/08/1997,1.057,0.008497,1.5926,0.656,0.7186,0.742,0.1291,0.1294,0.1238
21/08/1997,1.065,0.008535,1.5871,0.661,0.7173,0.7495,0.1291,0.1307,0.12498
22/08/1997,1.0797,0.008456,1.6083,0.6672,0.7185,0.7479,0.1291,0.1317,0.12556
25/08/1997,#N/A N/A,0.00842,1.6066,0.6676,0.7188,0.7467,0.1291,0.1318,0.1257
26/08/1997,1.0893,0.008463,1.612,0.6736,0.7176,0.7478,0.1291,0.1336,0.12718
27/08/1997,1.0834,0.00841,1.6137,0.6684,0.72,0.7385,0.1291,0.1338,0.12715
28/08/1997,1.0916,0.008407,1.6158,0.675,0.7199,0.736,0.129,0.1349,0.12801
29/08/1997,1.0887,0.008268,1.6153,0.67,0.7203,0.7323,0.129,0.1336,0.12693
01/09/1997,1.0833,0.008259,1.6116,0.6699,0.7208,0.7316,0.129,0.1332,0.12649
02/09/1997,1.0708,0.008229,1.5924,0.6637,0.7228,0.7271,0.1291,0.1318,0.12606
03/09/1997,1.0788,0.008277,1.5866,0.6664,0.7227,0.7272,0.1291,0.1329,0.12695
04/09/1997,1.0792,0.008259,1.5847,0.6676,0.7222,0.7338,0.1291,0.1334,0.12714
05/09/1997,1.0859,0.008247,1.5937,0.6765,0.724,0.731,0.1291,0.1349,0.12874
08/09/1997,1.084,0.008254,1.5829,0.6732,0.7239,0.7302,0.1291,0.1343,0.12875
09/09/1997,1.0835,0.008418,1.5878,0.6723,0.7224,0.7284,0.1291,0.134,0.12796
10/09/1997,1.0892,0.008388,1.5847,0.676,0.7212,0.7279,0.1291,0.1349,0.12818
11/09/1997,1.0953,0.008359,1.6025,0.6789,0.7184,0.7209,0.1291,0.1366,0.12925
12/09/1997,1.1082,0.008263,1.6074,0.6834,0.718,0.7222,0.1291,0.1373,0.13034
15/09/1997,1.113,0.008329,1.607,0.6916,0.7183,0.7209,0.1291,0.1373,0.13126
16/09/1997,1.1099,0.008253,1.5949,0.6889,0.7206,0.7165,0.1291,0.1375,0.13114
17/09/1997,1.11,0.008273,1.6003,0.6842,0.7203,0.7169,0.1291,0.1393,0.13176
18/09/1997,1.1083,0.008207,1.6069,0.6821,0.7185,0.7168,0.1292,0.1387,0.13131
19/09/1997,1.1078,0.008186,1.6121,0.6839,0.7201,0.7177,0.1292,0.1388,0.13148
22/09/1997,1.0942,0.008213,1.6013,0.6806,0.7201,0.7202,0.1292,0.1374,0.13041
23/09/1997,1.0933,0.008195,1.6125,0.6801,0.7189,0.7194,0.1292,0.138,0.13123
24/09/1997,1.1079,0.008309,1.6145,0.6862,0.7203,0.721,0.1292,0.1392,0.13235
25/09/1997,1.1098,0.008256,1.6275,0.6895,0.7229,0.726,0.1292,0.1404,0.13308
26/09/1997,1.1116,0.008247,1.608,0.6891,0.7224,0.7221,0.1292,0.1405,0.13152
29/09/1997,1.1147,0.008276,1.6143,0.6877,0.7232,0.7203,0.1292,0.141,0.13212
30/09/1997,1.1106,0.008298,1.6143,0.6908,0.7237,0.7246,0.1292,0.1416,0.13213
01/10/1997,1.1041,0.008268,1.614,0.6847,0.726,0.7273,0.1292,0.1402,0.13163
02/10/1997,1.1096,0.008217,1.6133,0.6871,0.7278,0.7293,0.1292,0.1407,0.13148
03/10/1997,1.1119,0.008191,1.6158,0.6908,0.7287,0.7294,0.1292,0.143,0.13327
06/10/1997,1.1125,0.008198,1.6131,0.6902,0.7285,0.724,0.1293,0.142,0.13265
07/10/1997,1.1169,0.008168,1.6205,0.6903,0.7293,0.7251,0.1293,0.1415,0.13248
08/10/1997,1.1177,0.008256,1.6185,0.693,0.7285,0.7284,0.1293,0.1416,0.13261
09/10/1997,1.126,0.00825,1.6262,0.6862,0.7279,0.7352,0.1293,0.142,0.13246
10/10/1997,1.1191,0.008326,1.621,0.6863,0.7256,0.7392,0.1293,0.1422,0.13187
13/10/1997,1.1194,0.008263,1.6214,0.6839,0.7242,0.7386,0.1293,0.1428,0.13191
14/10/1997,1.1171,0.008234,1.6191,0.6844,0.7238,0.7367,0.1292,0.1418,0.13203
15/10/1997,1.1206,0.008263,1.6229,0.6857,0.7214,0.7342,0.1292,0.1417,0.13215
16/10/1997,1.1249,0.00835,1.6185,0.6866,0.7213,0.7394,0.1292,0.1429,0.13249
17/10/1997,1.1095,0.008267,1.6186,0.6776,0.7214,0.7326,0.1292,0.1408,0.13104
20/10/1997,1.108,0.008255,1.6333,0.6793,0.7223,0.7293,0.1291,0.1408,0.13122
21/10/1997,1.0999,0.008271,1.6343,0.6716,0.7195,0.7221,0.1291,0.1383,0.12957
22/10/1997,1.1021,0.008288,1.6339,0.6745,0.7186,0.7076,0.129,0.1381,0.13011
23/10/1997,1.1062,0.008203,1.6341,0.6834,0.719,0.7023,0.1294,0.1405,0.13194
24/10/1997,1.1036,0.008202,1.6334,0.6821,0.7185,0.6895,0.1293,0.1402,0.13129
27/10/1997,1.1153,0.008195,1.6562,0.6931,0.7115,0.6924,0.1294,0.1421,0.13284
28/10/1997,1.1366,0.008283,1.6728,0.7009,0.714,0.7015,0.1293,0.1413,0.13225
29/10/1997,1.1261,0.008278,1.6715,0.708,0.7131,0.7065,0.1294,0.1416,0.13371
30/10/1997,1.138,0.008334,1.6668,0.7157,0.7098,0.7025,0.1294,0.1428,0.1336
31/10/1997,1.1388,0.0083,1.6727,0.7145,0.7101,0.7012,0.1294,0.1424,0.13289
03/11/1997,1.1299,0.008238,1.677,0.7071,0.7116,0.7131,0.1293,0.1414,0.13216
04/11/1997,1.1399,0.008204,1.6858,0.7127,0.7137,0.7056,0.1293,0.1423,0.13301
05/11/1997,1.1384,0.008122,1.6779,0.7127,0.7152,0.7037,0.1294,0.1424,0.13329
06/11/1997,1.14,0.008104,1.6912,0.7085,0.7149,0.6988,0.1293,0.1421,0.1331
07/11/1997,1.1496,0.008048,1.688,0.7184,0.7096,0.6929,0.1294,0.1441,0.1344
10/11/1997,1.1461,0.008043,1.6974,0.721,0.7107,0.6958,0.1294,0.1437,0.13389
11/11/1997,1.146,0.008009,1.704,0.7184,0.7104,0.6983,0.1294,0.143,0.13358
12/11/1997,1.1383,0.007909,1.7053,0.7183,0.7097,0.6944,0.1294,0.1424,0.13324
13/11/1997,1.1386,0.007954,1.7017,0.7143,0.7097,0.6962,0.1293,0.1419,0.13281
14/11/1997,1.1335,0.007974,1.694,0.7117,0.7078,0.6962,0.1294,0.1416,0.13306
17/11/1997,1.1317,0.007951,1.6939,0.7098,0.7059,0.6994,0.1294,0.1417,0.1324
18/11/1997,1.1374,0.007929,1.694,0.7115,0.7072,0.6994,0.1294,0.142,0.13188
19/11/1997,1.1323,0.00788,1.6883,0.7117,0.7062,0.6896,0.1293,0.1421,0.13246
20/11/1997,1.133,0.007938,1.6917,0.708,0.7046,0.6872,0.1294,0.1412,0.1316
21/11/1997,1.1221,0.007914,1.6935,0.7092,0.7052,0.6944,0.1294,0.1416,0.13238
24/11/1997,1.1303,0.007879,1.6893,0.7115,0.7038,0.6942,0.1293,0.1415,0.1319
25/11/1997,1.125,0.007852,1.6789,0.708,0.7054,0.6868,0.1294,0.1402,0.13054
26/11/1997,1.115,0.007866,1.6741,0.7055,0.7019,0.6829,0.1294,0.139,0.12925
27/11/1997,1.112,0.007882,1.6724,0.7023,0.7019,0.6782,0.1294,0.1388,0.12885
28/11/1997,1.1124,0.007822,1.689,0.7009,0.7028,0.6813,0.1294,0.139,0.12902
01/12/1997,1.1039,0.007772,1.6835,0.6986,0.7031,0.6747,0.1293,0.138,0.12792
02/12/1997,1.1056,0.007773,1.682,0.6976,0.7048,0.6779,0.1292,0.1388,0.12841
03/12/1997,1.1093,0.007773,1.683,0.6991,0.7045,0.6761,0.1292,0.1396,0.12863
04/12/1997,1.1082,0.007729,1.6708,0.6982,0.7031,0.6717,0.1292,0.1394,0.1289
05/12/1997,1.1008,0.007674,1.6569,0.6944,0.7021,0.6705,0.1293,0.1384,0.12776
08/12/1997,1.0969,0.007658,1.648,0.686,0.7036,0.6712,0.1292,0.1381,0.12813
09/12/1997,1.0935,0.007708,1.652,0.6877,0.7029,0.6678,0.1292,0.1378,0.1279
10/12/1997,1.1005,0.007726,1.6492,0.6912,0.7021,0.6666,0.1291,0.1377,0.12777
11/12/1997,1.1061,0.007713,1.6567,0.7025,0.7006,0.6665,0.1291,0.1393,0.1295
12/12/1997,1.106,0.007673,1.651,0.6959,0.7042,0.6635,0.129,0.1372,0.1285
15/12/1997,1.1078,0.007641,1.6316,0.6977,0.7037,0.6586,0.129,0.1374,0.1286
16/12/1997,1.0988,0.00765,1.6369,0.6946,0.7014,0.6513,0.129,0.1371,0.12871
17/12/1997,1.1063,0.007866,1.652,0.6963,0.7035,0.6601,0.129,0.1381,0.12909
18/12/1997,1.1061,0.007785,1.6631,0.6957,0.7009,0.6563,0.129,0.138,0.1287
19/12/1997,1.1084,0.007728,1.6695,0.6966,0.6984,0.6533,0.129,0.1374,0.12852
22/12/1997,1.1014,0.007673,1.6622,0.6956,0.6974,0.6533,0.129,0.137,0.12857
23/12/1997,1.1056,0.007722,1.668,0.6977,0.6953,0.6561,0.129,0.1373,0.12886
24/12/1997,1.1057,0.007706,1.669,0.6981,0.6971,0.6565,0.129,0.1373,0.12891
25/12/1997,#N/A N/A,0.007691,1.6685,0.6978,0.6971,0.6561,0.129,0.137,0.1287
26/12/1997,#N/A N/A,0.007682,1.6759,0.6974,0.6967,0.6562,0.129,0.137,0.12876
29/12/1997,1.0985,0.007716,1.6727,0.6904,0.6947,0.6563,0.129,0.136,0.12732
30/12/1997,1.0945,0.007687,1.657,0.6881,0.6982,0.6518,0.1291,0.1368,0.12685
31/12/1997,1.0909,0.007658,1.648,0.684,0.6995,0.6515,0.1291,0.1356,0.12635
01/01/1998,#N/A N/A,0.00766,1.6523,0.6853,0.6996,0.6518,0.1291,0.1357,0.12596
02/01/1998,1.0866,0.007557,1.645,0.6802,0.702,0.6511,0.129,0.1351,0.12539
05/01/1998,1.0776,0.007495,1.627,0.6754,0.7025,0.6408,0.129,0.1341,0.12417
06/01/1998,1.0754,0.007453,1.628,0.6738,0.6985,0.6353,0.129,0.1327,0.12304
07/01/1998,1.0733,0.007573,1.6246,0.6765,0.6995,0.6433,0.1291,0.1332,0.12423
08/01/1998,1.0784,0.007544,1.6153,0.6772,0.6993,0.6365,0.1291,0.1334,0.12443
09/01/1998,1.0764,0.007571,1.6128,0.677,0.6993,0.6445,0.1291,0.1337,0.12463
12/01/1998,1.0769,0.00754,1.6209,0.6771,0.6972,0.6433,0.1292,0.1328,0.12432
13/01/1998,1.0755,0.007604,1.6335,0.6766,0.6977,0.6479,0.1291,0.1328,0.1246
14/01/1998,1.0749,0.007639,1.6307,0.6742,0.6981,0.648,0.1291,0.1328,0.12471
15/01/1998,1.0699,0.007704,1.6308,0.6676,0.696,0.6505,0.1292,0.1324,0.12459
16/01/1998,1.0719,0.007731,1.6284,0.6677,0.6957,0.6648,0.129,0.1322,0.12418
19/01/1998,1.0669,0.007737,1.6358,0.6676,0.6955,0.6675,0.1292,0.1321,0.12439
20/01/1998,1.0646,0.00779,1.6255,0.6686,0.6938,0.6667,0.1293,0.1321,0.12371
21/01/1998,1.0722,0.007883,1.6303,0.6778,0.6919,0.6621,0.1293,0.1333,0.1248
22/01/1998,1.0868,0.007851,1.6475,0.6807,0.6886,0.6587,0.1292,0.1339,0.12553
23/01/1998,1.1002,0.007955,1.6723,0.6944,0.6884,0.6709,0.1291,0.1354,0.12711
26/01/1998,1.0946,0.007894,1.6555,0.6874,0.6895,0.6698,0.1291,0.1347,0.12592
27/01/1998,1.0937,0.00799,1.6485,0.6904,0.6853,0.6756,0.1292,0.1349,0.12589
28/01/1998,1.0843,0.008002,1.6439,0.6826,0.6856,0.6798,0.1293,0.133,0.1244
29/01/1998,1.0735,0.007946,1.64,0.6784,0.6813,0.6744,0.1292,0.1318,0.12328
30/01/1998,1.0708,0.007871,1.632,0.6774,0.6881,0.6833,0.1293,0.1317,0.12289
02/02/1998,1.0746,0.007919,1.6365,0.6793,0.6884,0.6861,0.1292,0.1331,0.12393
03/02/1998,1.0762,0.007948,1.6437,0.6829,0.6908,0.6813,0.1293,0.1329,0.12431
04/02/1998,1.0825,0.008084,1.658,0.6889,0.6912,0.6804,0.1293,0.1335,0.12441
05/02/1998,1.0942,0.008092,1.6564,0.6926,0.6956,0.6769,0.1293,0.1343,0.12487
06/02/1998,1.0914,0.008055,1.6406,0.6857,0.6982,0.6713,0.1293,0.1324,0.12361
09/02/1998,1.0791,0.008047,1.6275,0.6823,0.6981,0.6723,0.1292,0.132,0.1228
10/02/1998,1.082,0.008112,1.6257,0.6843,0.6968,0.6818,0.1292,0.1328,0.12323
11/02/1998,1.0752,0.008096,1.633,0.6833,0.695,0.6778,0.1292,0.1319,0.123
12/02/1998,1.0814,0.00802,1.6388,0.6879,0.6956,0.6733,0.1292,0.133,0.12409
13/02/1998,1.0733,0.007989,1.6412,0.6846,0.6931,0.6734,0.1292,0.1324,0.12363
16/02/1998,1.0762,0.007932,1.637,0.6849,0.692,0.6634,0.1292,0.132,0.12332
17/02/1998,1.0729,0.0079,1.6319,0.6791,0.6949,0.6686,0.1292,0.1313,0.12303
18/02/1998,1.076,0.007905,1.6401,0.6796,0.6986,0.6697,0.1291,0.1316,0.12328
19/02/1998,1.0733,0.007942,1.6351,0.682,0.7035,0.6756,0.1291,0.1323,0.1242
20/02/1998,1.0743,0.007825,1.638,0.6818,0.7046,0.6699,0.1291,0.1318,0.12386
23/02/1998,1.088,0.007816,1.6489,0.6895,0.7023,0.6679,0.1291,0.1331,0.1248
24/02/1998,1.0865,0.007815,1.6511,0.6886,0.7024,0.6655,0.1291,0.1329,0.12482
25/02/1998,1.0803,0.007787,1.6423,0.681,0.7045,0.6666,0.1291,0.1314,0.12364
26/02/1998,1.0796,0.007859,1.6472,0.6812,0.7043,0.6709,0.1291,0.1319,0.12447
27/02/1998,1.0784,0.00793,1.643,0.6825,0.7025,0.68,0.1292,0.1318,0.12491
02/03/1998,1.0805,0.007961,1.649,0.6813,0.7044,0.6838,0.1292,0.1321,0.1252
03/03/1998,1.0825,0.007924,1.6531,0.6807,0.7035,0.6787,0.1291,0.1325,0.12528
04/03/1998,1.0764,0.007897,1.6476,0.6757,0.7032,0.6735,0.1291,0.1325,0.12522
05/03/1998,1.0708,0.007826,1.6442,0.6702,0.7044,0.6686,0.1291,0.131,0.12382
06/03/1998,1.069,0.007827,1.6385,0.6709,0.7048,0.6686,0.1292,0.1315,0.1238
09/03/1998,1.0716,0.007834,1.6363,0.6726,0.7084,0.6674,0.1292,0.1318,0.12522
10/03/1998,1.0693,0.007851,1.6386,0.6712,0.7094,0.6684,0.1291,0.1316,0.12515
11/03/1998,1.066,0.00774,1.647,0.6711,0.7105,0.6668,0.1291,0.1313,0.12511
12/03/1998,1.0712,0.00776,1.6547,0.6728,0.7096,0.6697,0.1291,0.1315,0.1251
13/03/1998,1.0779,0.007822,1.6728,0.678,0.708,0.6767,0.1291,0.1322,0.12608
16/03/1998,1.0752,0.007721,1.6679,0.6757,0.708,0.6695,0.1291,0.1319,0.12604
17/03/1998,1.0793,0.007759,1.6725,0.6754,0.7055,0.6713,0.1291,0.1315,0.12582
18/03/1998,1.0723,0.00769,1.6695,0.6703,0.7048,0.6635,0.1291,0.1313,0.12574
19/03/1998,1.0718,0.007653,1.6678,0.6682,0.7047,0.6627,0.1291,0.1313,0.12508
20/03/1998,1.068,0.007672,1.6679,0.6673,0.7047,0.6651,0.1291,0.1314,0.12554
23/03/1998,1.071,0.007665,1.6773,0.6718,0.705,0.6654,0.1291,0.1329,0.12652
24/03/1998,1.0703,0.007675,1.6749,0.6711,0.706,0.6717,0.1291,0.1322,0.12624
25/03/1998,1.0718,0.007757,1.6747,0.6695,0.7088,0.6698,0.1291,0.1324,0.12611
26/03/1998,1.0739,0.007788,1.6877,0.6722,0.7081,0.6746,0.1291,0.1329,0.12701
27/03/1998,1.0709,0.007678,1.6827,0.6675,0.7059,0.6719,0.1291,0.1327,0.12708
30/03/1998,1.0615,0.007577,1.6786,0.6566,0.7036,0.6638,0.1291,0.1316,0.12556
31/03/1998,1.0589,0.007515,1.674,0.6569,0.7044,0.6614,0.129,0.1312,0.12487
01/04/1998,1.0588,0.007483,1.6731,0.6524,0.7051,0.6595,0.129,0.1303,0.12448
02/04/1998,1.059,0.007477,1.6677,0.6523,0.7041,0.6556,0.129,0.1304,0.12445
03/04/1998,1.0596,0.007399,1.6588,0.6551,0.7045,0.656,0.129,0.1305,0.12496
06/04/1998,1.0623,0.007424,1.666,0.6548,0.7047,0.6593,0.1291,0.1306,0.12494
07/04/1998,1.0646,0.007494,1.6653,0.6559,0.703,0.6572,0.129,0.1309,0.12522
08/04/1998,1.073,0.007622,1.6731,0.6632,0.7021,0.6595,0.129,0.1328,0.12728
09/04/1998,1.0769,0.007606,1.6712,0.6593,0.7013,0.6538,0.129,0.1322,0.12689
10/04/1998,#N/A N/A,0.007773,1.673,0.66,0.7019,0.6533,0.129,0.1323,0.12691
13/04/1998,#N/A N/A,0.007715,1.6687,0.6622,0.697,0.6558,0.129,0.1323,0.12721
14/04/1998,1.0848,0.007722,1.6843,0.6699,0.6977,0.6469,0.129,0.1336,0.12875
15/04/1998,1.0889,0.007672,1.6843,0.6684,0.6954,0.6493,0.129,0.1332,0.12886
16/04/1998,1.0827,0.007589,1.6921,0.6651,0.6977,0.6497,0.129,0.1338,0.12934
17/04/1998,1.0825,0.007588,1.682,0.6669,0.6998,0.6503,0.1291,0.1332,0.12878
20/04/1998,1.0855,0.007569,1.674,0.6677,0.7004,0.6458,0.1291,0.134,0.1299
21/04/1998,1.0928,0.007616,1.6778,0.6748,0.6984,0.6503,0.129,0.1346,0.1305
22/04/1998,1.0921,0.007663,1.6733,0.6727,0.6987,0.6521,0.1291,0.1343,0.13042
23/04/1998,1.0881,0.007701,1.6656,0.6715,0.6964,0.6528,0.129,0.1337,0.12947
24/04/1998,1.0904,0.007616,1.6661,0.6705,0.697,0.6514,0.129,0.1344,0.13017
27/04/1998,1.0935,0.007566,1.6742,0.6727,0.695,0.6474,0.129,0.1342,0.12957
28/04/1998,1.0902,0.007569,1.6678,0.6695,0.6945,0.6449,0.1291,0.1339,0.12914
29/04/1998,1.0911,0.007558,1.6702,0.6674,0.6964,0.6493,0.1291,0.1339,0.12883
30/04/1998,1.0906,0.007526,1.6706,0.6661,0.6989,0.6518,0.1291,0.1341,0.12917
01/05/1998,1.0998,0.007494,1.6661,0.6701,0.6974,0.6488,0.1291,0.1353,0.12995
04/05/1998,#N/A N/A,0.007517,1.665,0.6712,0.6975,0.6454,0.1291,0.1354,0.13035
05/05/1998,1.104,0.0076,1.6598,0.6763,0.6943,0.6415,0.1291,0.1362,0.13141
06/05/1998,1.109,0.007509,1.6601,0.6787,0.6948,0.6383,0.129,0.136,0.13199
07/05/1998,1.1096,0.007501,1.646,0.679,0.6959,0.6383,0.1291,0.1352,0.13109
08/05/1998,1.1064,0.007522,1.6389,0.675,0.6961,0.6356,0.129,0.1349,0.13121
11/05/1998,1.1021,0.007519,1.632,0.6735,0.6969,0.6383,0.129,0.1346,0.13116
12/05/1998,1.1029,0.007464,1.6345,0.6753,0.6969,0.6314,0.1291,0.1346,0.13116
13/05/1998,1.1012,0.007456,1.63,0.6754,0.6922,0.629,0.1291,0.134,0.13043
14/05/1998,1.1011,0.007426,1.6321,0.6755,0.6913,0.6277,0.1291,0.134,0.12973
15/05/1998,1.099,0.007426,1.6267,0.6726,0.6904,0.6275,0.129,0.1335,0.12929
18/05/1998,1.0941,0.007412,1.6215,0.6732,0.6904,0.6211,0.1291,0.1334,0.12844
19/05/1998,1.0971,0.007331,1.6245,0.6758,0.69,0.6228,0.1291,0.1332,0.12887
20/05/1998,1.1061,0.007349,1.6324,0.6771,0.6905,0.6255,0.129,0.1334,0.12952
21/05/1998,1.1135,0.007409,1.6327,0.6829,0.6898,0.6313,0.129,0.1345,0.13048
22/05/1998,1.1137,0.007355,1.6279,0.6823,0.6891,0.6275,0.1291,0.135,0.1302
25/05/1998,#N/A N/A,0.007301,1.6279,0.6793,0.6895,0.6256,0.1291,0.1345,0.1297
26/05/1998,1.1047,0.007282,1.6355,0.68,0.6873,0.6226,0.1291,0.1337,0.12912
27/05/1998,1.0989,0.007276,1.6306,0.68,0.6879,0.6211,0.1291,0.132,0.12757
28/05/1998,1.1008,0.007211,1.629,0.677,0.6878,0.6219,0.1291,0.1327,0.1278
29/05/1998,1.0982,0.007205,1.631,0.6743,0.6864,0.623,0.129,0.1323,0.12728
01/06/1998,1.0995,0.00721,1.6402,0.6773,0.6858,0.6173,0.129,0.1331,0.12807
02/06/1998,1.0988,0.007204,1.6386,0.6758,0.6896,0.6146,0.129,0.1334,0.1283
03/06/1998,1.105,0.00721,1.639,0.6782,0.6881,0.6124,0.1291,0.1342,0.1291
04/06/1998,1.1099,0.007221,1.6395,0.6799,0.6872,0.6114,0.129,0.1343,0.12903
05/06/1998,1.1045,0.007155,1.6344,0.6766,0.6861,0.6008,0.129,0.1341,0.12819
08/06/1998,1.1014,0.007119,1.6335,0.6759,0.6862,0.6015,0.1291,0.1338,0.12752
09/06/1998,1.1002,0.007131,1.6357,0.6769,0.6855,0.5957,0.129,0.1328,0.12675
10/06/1998,1.0897,0.007064,1.6291,0.6736,0.6822,0.5868,0.129,0.1317,0.12553
11/06/1998,1.0852,0.00694,1.6306,0.6685,0.6805,0.5873,0.129,0.1306,0.12463
12/06/1998,1.0852,0.006935,1.6338,0.6677,0.6819,0.5897,0.129,0.1306,0.12487
15/06/1998,1.0798,0.006881,1.6325,0.6641,0.6782,0.5885,0.1292,0.1301,0.12365
16/06/1998,1.089,0.006977,1.6559,0.6682,0.68,0.5945,0.1291,0.1307,0.1241
17/06/1998,1.0935,0.007313,1.6658,0.6717,0.6843,0.613,0.1291,0.1323,0.12637
18/06/1998,1.0939,0.007255,1.6673,0.6684,0.679,0.606,0.1291,0.1317,0.1257
19/06/1998,1.0981,0.007362,1.6749,0.6689,0.6796,0.6144,0.1292,0.1321,0.12604
22/06/1998,1.0912,0.007249,1.6733,0.6681,0.6795,0.6107,0.1291,0.1321,0.12596
23/06/1998,1.087,0.007181,1.667,0.6645,0.68,0.6078,0.1291,0.1316,0.12625
24/06/1998,1.087,0.00709,1.6685,0.6631,0.6803,0.6066,0.1291,0.1315,0.12641
25/06/1998,1.0904,0.007033,1.6712,0.6593,0.6821,0.6073,0.1291,0.1315,0.12677
26/06/1998,1.0819,0.007032,1.6621,0.6553,0.6806,0.6061,0.1291,0.1303,0.12537
29/06/1998,1.0799,0.007049,1.6663,0.6564,0.6799,0.6082,0.1291,0.1303,0.12534
30/06/1998,1.0851,0.007206,1.6703,0.6578,0.6817,0.6203,0.1291,0.1305,0.12512
01/07/1998,1.0769,0.007251,1.6598,0.6545,0.6839,0.619,0.1291,0.1294,0.12409
02/07/1998,1.0748,0.007101,1.6557,0.6527,0.6813,0.613,0.1291,0.1288,0.12361
03/07/1998,1.0768,0.007174,1.6462,0.6534,0.6812,0.618,0.129,0.1286,0.12353
06/07/1998,1.0827,0.007136,1.6421,0.6567,0.6791,0.6144,0.1291,0.13,0.12371
07/07/1998,1.0805,0.007212,1.6379,0.6545,0.6796,0.6218,0.1291,0.1296,0.1238
08/07/1998,1.0769,0.007174,1.6371,0.6542,0.6795,0.6168,0.1291,0.1293,0.12397
09/07/1998,1.0706,0.007087,1.6315,0.6487,0.6782,0.612,0.129,0.1288,0.12317
10/07/1998,1.0767,0.007072,1.6335,0.6503,0.6765,0.6149,0.129,0.1299,0.12405
13/07/1998,1.0855,0.007085,1.6444,0.6587,0.676,0.6183,0.1291,0.1307,0.12448
14/07/1998,1.0883,0.007143,1.634,0.658,0.675,0.6235,0.1291,0.1305,0.12422
15/07/1998,1.0854,0.007115,1.6336,0.6621,0.672,0.6245,0.129,0.1312,0.12484
16/07/1998,1.0925,0.007139,1.639,0.6656,0.672,0.63,0.1291,0.1325,0.12605
17/07/1998,1.0951,0.007162,1.643,0.6654,0.6719,0.6292,0.1291,0.1332,0.12649
20/07/1998,1.1007,0.007194,1.6472,0.6641,0.6718,0.6302,0.129,0.1329,0.12661
21/07/1998,1.0951,0.007128,1.6434,0.662,0.6707,0.6274,0.1291,0.1324,0.12564
22/07/1998,1.0931,0.007084,1.6427,0.6619,0.6684,0.6219,0.1291,0.1323,0.12581
23/07/1998,1.0919,0.007078,1.6487,0.6647,0.6685,0.618,0.1291,0.1326,0.12597
24/07/1998,1.1005,0.007058,1.659,0.6679,0.667,0.6152,0.1291,0.1327,0.12669
27/07/1998,1.0983,0.007018,1.6565,0.6648,0.6652,0.6092,0.1291,0.1322,0.12632
28/07/1998,1.1027,0.007084,1.6516,0.6717,0.6662,0.6136,0.1291,0.1332,0.12719
29/07/1998,1.1038,0.007024,1.6455,0.6738,0.6639,0.6104,0.1291,0.1328,0.12629
30/07/1998,1.1029,0.006959,1.6399,0.6703,0.6649,0.6119,0.1291,0.1322,0.12561
31/07/1998,1.1004,0.006914,1.6326,0.6705,0.6608,0.6056,0.1291,0.1326,0.12602
